Orthogroup	Species	protein	Orthologs
OG0001672	protein_3	WP_014622615.1	WP_154803700.1
OG0001673	protein_3	WP_014622620.1	WP_154803703.1
OG0001674	protein_3	WP_014622621.1	WP_154803704.1
OG0001675	protein_3	WP_014622622.1	WP_154803705.1
OG0001676	protein_3	WP_014622623.1	WP_154803706.1
OG0001677	protein_3	WP_014622624.1	WP_154803707.1
OG0001678	protein_3	WP_014622625.1	WP_154803708.1
OG0001679	protein_3	WP_014622626.1	WP_018374763.1
OG0001680	protein_3	WP_014622629.1	WP_154803710.1
OG0001681	protein_3	WP_014622633.1	WP_000661351.1
OG0001682	protein_3	WP_014622634.1	WP_154803714.1
OG0001683	protein_3	WP_014622638.1	WP_014622638.1
OG0001684	protein_3	WP_014622739.1	WP_012678094.1
OG0001685	protein_3	WP_014622780.1	WP_014622780.1
OG0001687	protein_3	WP_014622843.1	WP_012677982.1
OG0001688	protein_3	WP_014622844.1	WP_154803854.1
OG0001689	protein_3	WP_014622845.1	WP_154803853.1
OG0001690	protein_3	WP_014622865.1	WP_012677954.1
OG0001691	protein_2	WP_014622903.1	WP_206158650.1
OG0001692	protein_3	WP_014622958.1	WP_154803816.1
OG0001693	protein_3	WP_014622960.1	WP_014622960.1
OG0001694	protein_3	WP_014622961.1	WP_228275411.1
OG0001695	protein_3	WP_014622970.1	WP_172954510.1
OG0001696	protein_2	WP_014623176.1	WP_043039164.1
OG0001697	protein_2	WP_014623210.1	WP_206158695.1
OG0001698	protein_2	WP_014623249.1	WP_021320592.1
OG0001699	protein_3	WP_014623267.1	WP_154803976.1
OG0001700	protein_3	WP_014623268.1	WP_024405113.1
OG0001701	protein_3	WP_014623273.1	WP_111693171.1
OG0001702	protein_3	WP_014623335.1	WP_043053342.1
OG0001703	protein_3	WP_014623483.1	WP_229297454.1
OG0001704	protein_3	WP_014623487.1	WP_043039286.1
OG0001705	protein_3	WP_014623505.1	WP_024396470.1
OG0001706	protein_3	WP_014623623.1	WP_232013908.1
OG0001707	protein_3	WP_017648311.1	WP_172954504.1
OG0001708	protein_2	WP_021320278.1	WP_042669851.1
OG0001709	protein_3	WP_021320657.1	WP_021320657.1
OG0001710	protein_2	WP_021320784.1	WP_021320784.1
OG0001711	protein_3	WP_037582122.1	WP_229297456.1
OG0001712	protein_3	WP_038673954.1	WP_043039298.1
OG0001713	protein_3	WP_038673967.1	WP_154803568.1
OG0001714	protein_3	WP_038673973.1	WP_154803571.1
OG0001715	protein_3	WP_038674097.1	WP_041790765.1
OG0001716	protein_3	WP_038674106.1	WP_154803563.1
OG0001717	protein_2	WP_038674172.1	WP_206152449.1
OG0001718	protein_2	WP_038674209.1	WP_196819650.1
OG0001719	protein_3	WP_038674404.1	WP_043052922.1
OG0001720	protein_3	WP_038674407.1	WP_043052921.1
OG0001721	protein_3	WP_038674470.1	WP_172954518.1
OG0001722	protein_2	WP_038674616.1	WP_206158917.1
OG0001723	protein_2	WP_038674618.1	WP_111692112.1
OG0001724	protein_3	WP_038674628.1	WP_038674628.1
OG0001725	protein_2	WP_038674780.1	WP_206158692.1
OG0001727	protein_3	WP_041788158.1	WP_232013923.1
OG0001728	protein_3	WP_041788174.1	WP_154803685.1
OG0001729	protein_3	WP_041788176.1	WP_154803687.1
OG0001730	protein_3	WP_041788179.1	WP_154803688.1
OG0001731	protein_3	WP_041788184.1	WP_154803690.1
OG0001732	protein_3	WP_041788187.1	WP_154803691.1
OG0001733	protein_3	WP_041788197.1	WP_154803702.1
OG0001734	protein_3	WP_041788199.1	WP_154803709.1
OG0001735	protein_3	WP_041788206.1	WP_154803711.1
OG0001736	protein_3	WP_041788208.1	WP_154803712.1
OG0001737	protein_3	WP_080004977.1	WP_012515598.1
OG0001738	protein_3	WP_080004985.1	WP_012516109.1
OG0001739	protein_3	WP_154224857.1	WP_012516016.1
OG0001740	protein_2	WP_154235436.1	WP_172452926.1
OG0001741	protein_2	WP_154293451.1	WP_154293451.1
OG0001742	protein_2	WP_228269606.1	WP_206156407.1
